scenario_id,point_id,split,x_m,y_m,synthetic_truth_spores_m2,synthetic_observed_spores_m2,reworked_pred_spores_m2,gaussian_pred_spores_m2
S1_steady_dry,P18,test,13194.444444444445,-3750.0,2.6623391862114085e-07,1e-06,2.3681561521017122e-05,3.188155343788248e-07
S1_steady_dry,P19,test,14972.222222222223,-3750.0,1.8631643838311584e-06,1.501294766442786e-06,8.409417296120598e-05,1.6023375832953227e-06
S1_steady_dry,P20,test,16750.0,-3750.0,1.0278299552843451e-05,1.1379606207269733e-05,0.00025136093209759285,5.685923894002564e-06
S1_steady_dry,P21,test,750.0,-2250.0,2.017485987639458e-14,1e-06,3.585399002881566e-08,2.275515273326977e-33
S1_steady_dry,P22,train,2527.777777777778,-2250.0,6.0650956550180944e-09,1e-06,8.626802017890062e-06,1.891813282004905e-11
S1_steady_dry,P23,test,4305.555555555556,-2250.0,1.7730395966185317e-06,2.984122420146318e-06,0.00012229914353532626,3.053784297311661e-07
S1_steady_dry,P24,test,6083.333333333334,-2250.0,3.020376298166851e-05,3.745764203236854e-05,0.0005327745941591851,2.0227102631165778e-05
S1_steady_dry,P25,test,7861.111111111111,-2250.0,0.00015384481545843611,0.00026030370997027,0.0013419606611612526,0.00020323245117940698
S1_steady_dry,P26,train,9638.888888888889,-2250.0,0.000480933869009328,0.000590673189777591,0.0026749275524252233,0.0008641839416944807
S1_steady_dry,P27,test,11416.666666666668,-2250.0,0.0012720840020950127,0.0012609967565012895,0.004978077038548224,0.0023152081642498126
S1_steady_dry,P28,train,13194.444444444445,-2250.0,0.003185031294238752,0.003063029042763716,0.009271692097569027,0.004706616184874989
S1_steady_dry,P29,test,14972.222222222223,-2250.0,0.007609689618419721,0.007831728314777228,0.017053470820021684,0.008010730385917247
S1_steady_dry,P30,train,16750.0,-2250.0,0.016786066303453,0.012838998968661865,0.029391040814732598,0.012082274478728066
S1_steady_dry,P31,test,750.0,-750.0,0.011230083201578513,0.011491113466547341,0.0395887719045028,0.0012218781320018934
S1_steady_dry,P32,test,2527.777777777778,-750.0,0.33446312729115074,0.26750344184116626,0.25772845059351257,0.17195086725133824
S1_steady_dry,P33,test,4305.555555555556,-750.0,0.6099023061144402,0.4677606796311316,0.3918646997247984,0.406758027825246
S1_steady_dry,P34,test,6083.333333333334,-750.0,0.6429283114974189,0.5047381805421884,0.40174769329250476,0.5522037568691249
S1_steady_dry,P35,test,7861.111111111111,-750.0,0.5907983538819873,0.6206926303335436,0.3687910620850488,0.6303347602121684
S1_steady_dry,P36,train,9638.888888888889,-750.0,0.5603261702735407,0.5349345405441442,0.34662338334181747,0.6687248040573799
S1_steady_dry,P37,test,11416.666666666668,-750.0,0.5880383454810515,0.5111559984902948,0.353013869070866,0.6841163140035539
S1_steady_dry,P38,test,13194.444444444445,-750.0,0.6796035185274143,0.5447555201693188,0.3881083992655862,0.6860217147734037
S1_steady_dry,P39,test,14972.222222222223,-750.0,0.8274934462338446,1.1243478431120906,0.44331919067222486,0.6799129056254369
S1_steady_dry,P40,train,16750.0,-750.0,1.0077430092884787,1.0581667107602613,0.5028722257944848,0.6690232404716675
S1_steady_dry,P41,test,750.0,750.0,0.0138915626521793,0.012092907898719599,0.052870982249815346,0.0018691946431240573
S1_steady_dry,P42,train,2527.777777777778,750.0,0.5780944240106651,0.5343819920878377,0.41609877082775765,0.24821397201008377
S1_steady_dry,P43,train,4305.555555555556,750.0,1.420153819019614,1.8790471407809617,0.7470339170968765,0.588021836416757
S1_steady_dry,P44,test,6083.333333333334,750.0,1.8615546932485776,1.9815746361219355,0.8619945096614149,0.799925053551916
S1_steady_dry,P45,test,7861.111111111111,750.0,1.9302121414497977,3.935444473030334,0.8430322872979708,0.9144947847119491
S1_steady_dry,P46,test,9638.888888888889,750.0,1.866066058239924,1.6882482351416646,0.7961218878971243,0.9712678446277608
S1_steady_dry,P47,test,11416.666666666668,750.0,1.818261261311672,1.3151073089023566,0.7690462768985392,0.9944504193576729
S1_steady_dry,P48,test,13194.444444444445,750.0,1.8131114968905688,2.5687814731265943,0.7631559811276453,0.9978630327042042
S1_steady_dry,P49,train,14972.222222222223,750.0,1.8176407459805783,2.4114380644580073,0.7613129356461124,0.9894840426000692
S1_steady_dry,P50,train,16750.0,750.0,1.7884134669136862,2.545616461257821,0.7463908452980333,0.9740415435671842
S1_steady_dry,P51,test,750.0,2250.0,7.029257277731419e-14,1e-06,2.3899084065347446e-07,1.6325794826793717e-31
S1_steady_dry,P52,train,2527.777777777778,2250.0,4.391617354679275e-08,1e-06,6.896725442525858e-05,7.89600752494154e-11
S1_steady_dry,P53,test,4305.555555555556,2250.0,2.5891764484504387e-05,4.2501650700715876e-05,0.0012662525515429672,1.0462128945109671e-06
S1_steady_dry,P54,test,6083.333333333334,2250.0,0.0007531321336483089,0.0006103206233210996,0.006631736456180512,6.562188072536993e-05
S1_steady_dry,P55,test,7861.111111111111,2250.0,0.005124422982791921,0.005630304045267923,0.017847305383777993,0.0006456853413526335
S1_steady_dry,P56,test,9638.888888888889,2250.0,0.01627022445183028,0.026469634878433616,0.033059777692358974,0.0027191164283839764
S1_steady_dry,P57,test,11416.666666666668,2250.0,0.033769570408152025,0.043740063772911245,0.049354676977821456,0.007248217688119396
S1_steady_dry,P58,test,13194.444444444445,2250.0,0.05407732916081128,0.06151836478266117,0.06467023656761511,0.014693838073974041
S1_steady_dry,P59,test,14972.222222222223,2250.0,0.07255024445789761,0.04089428853198906,0.0775380043827499,0.024968383915759926
S1_steady_dry,P60,train,16750.0,2250.0,0.08552857997665349,0.10951189941092893,0.0864832517726937,0.03762215400351594
S1_steady_dry,P61,test,750.0,3750.0,9.3966155803137e-26,1e-06,1.3234397089945769e-12,1.3715683257919678e-86
S1_steady_dry,P62,test,2527.777777777778,3750.0,4.766589082620375e-18,1e-06,1.864854007753312e-09,5.877037173093847e-29
S1_steady_dry,P63,test,4305.555555555556,3750.0,2.8941973867268335e-13,1e-06,1.7098566575117504e-07,3.787741768568916e-18
S1_steady_dry,P64,test,6083.333333333334,3750.0,3.151305713421171e-10,1e-06,3.2178046476406296e-06,3.6227059508506175e-13
S1_steady_dry,P65,test,7861.111111111111,3750.0,2.9681040916148208e-08,1e-06,2.2994263421252947e-05,2.4047042458021926e-10
S1_steady_dry,P66,test,9638.888888888889,3750.0,6.172948681726391e-07,1e-06,8.83904626619616e-05,1.5340039101054815e-08
S1_steady_dry,P67,test,11416.666666666668,3750.0,4.915115759889853e-06,4.60075867843433e-06,0.00022733718993442003,2.722109511946786e-07
S1_steady_dry,P68,test,13194.444444444445,3750.0,2.074410693134122e-05,1.521203443339111e-05,0.000453339455306833,2.2300197646623573e-06
S1_steady_dry,P69,test,14972.222222222223,3750.0,5.6739920888653175e-05,8.252743604468532e-05,0.000764129114638459,1.1060648632835335e-05
S1_steady_dry,P70,test,16750.0,3750.0,0.0001152710173803001,8.915137354340269e-05,0.0011358433711272588,3.8896733718438696e-05
S1_steady_dry,P71,test,750.0,5250.0,7.873044710524524e-38,1e-06,7.441457972402364e-18,1.589307124476332e-167
S1_steady_dry,P72,test,2527.777777777778,5250.0,3.8738841362954396e-29,1e-06,2.373373314957446e-14,1.2517628924727896e-55
S1_steady_dry,P73,test,4305.555555555556,5250.0,5.038202167737499e-23,1e-06,6.210643986254849e-12,5.088496435213124e-35
S1_steady_dry,P74,train,6083.333333333334,5250.0,1.1079105297519256e-18,1e-06,3.046649475152938e-10,1.728770084828721e-25
S1_steady_dry,P75,test,7861.111111111111,5250.0,1.3684019072817908e-15,1e-06,4.836053786726053e-09,5.2830622789749665e-20
S1_steady_dry,P76,test,9638.888888888889,5250.0,2.273891544432652e-13,1e-06,3.5518728296592975e-08,1.847789868733815e-16
S1_steady_dry,P77,test,11416.666666666668,5250.0,9.32888526250879e-12,1e-06,1.5617954109522772e-07,5.445459647583879e-14
S1_steady_dry,P78,test,13194.444444444445,5250.0,1.4312848339309007e-10,1e-06,4.944206724396031e-07,3.5603334316946284e-12
S1_steady_dry,P79,train,14972.222222222223,5250.0,1.0980731168828817e-09,1e-06,1.2521610757868142e-06,8.716510406379027e-11
S1_steady_dry,P80,test,16750.0,5250.0,5.218157093924292e-09,1e-06,2.6833725905650136e-06,1.0860420228229979e-09
S2_wind_shift,P01,test,750.0,-5250.0,4.0346503354577484e-51,1e-06,1.1330788195626463e-24,8.297288033544853e-174
S2_wind_shift,P02,test,2527.777777777778,-5250.0,3.3064388255853446e-47,1e-06,1.0965078099091882e-21,3.084408178742207e-53
S2_wind_shift,P03,train,4305.555555555556,-5250.0,1.914836382568453e-45,1e-06,5.805034380443715e-20,6.577806398275111e-34
S2_wind_shift,P04,test,6083.333333333334,-5250.0,2.7719678859361094e-45,1e-06,4.702240676819197e-19,3.2773752640914605e-25
S2_wind_shift,P05,test,7861.111111111111,-5250.0,9.969777093226223e-46,1e-06,1.0830465155615655e-18,2.780870297490747e-20
S2_wind_shift,P06,train,9638.888888888889,-5250.0,2.3617677711877948e-40,1e-06,6.294166586207413e-18,3.941538996483733e-17
S2_wind_shift,P07,test,11416.666666666668,-5250.0,3.1127130079861674e-35,1e-06,8.642563495570288e-16,5.9696423402615335e-15
S2_wind_shift,P08,train,13194.444444444445,-5250.0,1.292966065614072e-30,1e-06,7.489525329800562e-14,2.3456126168199227e-13
S2_wind_shift,P09,test,14972.222222222223,-5250.0,1.7501082131550796e-26,1e-06,3.5308760130686876e-12,3.843232963076251e-12
S2_wind_shift,P10,train,16750.0,-5250.0,8.18375294192099e-23,1e-06,9.374458299611037e-11,3.4607589300266945e-11
S2_wind_shift,P11,test,750.0,-3750.0,3.771460817535997e-37,1e-06,6.540977038982145e-18,4.908751957618764e-87
S2_wind_shift,P12,test,2527.777777777778,-3750.0,1.327615443920257e-33,1e-06,2.0818021042299657e-15,2.518503272274792e-28
S2_wind_shift,P13,train,4305.555555555556,-3750.0,2.877741972863631e-32,1e-06,3.356386138102015e-14,2.2957926835947435e-18
S2_wind_shift,P14,test,6083.333333333334,-3750.0,1.6645711273372608e-32,1e-06,1.0791955405421493e-13,6.909552107089424e-14
S2_wind_shift,P15,train,7861.111111111111,-3750.0,7.251099269783005e-34,1e-06,1.184994070340103e-13,2.192066159369824e-11
S2_wind_shift,P16,test,9638.888888888889,-3750.0,1.02383453805357e-34,1e-06,6.367768320395815e-14,8.439579370558705e-10
S2_wind_shift,P17,test,11416.666666666668,-3750.0,2.8010864533062936e-30,1e-06,1.409392409256173e-13,1.0388594255954265e-08
S2_wind_shift,P18,test,13194.444444444445,-3750.0,5.456754928049638e-26,1e-06,8.918235509282321e-12,6.451768632104874e-08
S2_wind_shift,P19,test,14972.222222222223,-3750.0,4.056853194893712e-22,1e-06,3.8145460897491345e-10,2.575501733698274e-07
S2_wind_shift,P20,test,16750.0,-3750.0,1.0926527318121315e-18,1e-06,9.381883956464391e-09,7.603583840235342e-07
S2_wind_shift,P21,test,750.0,-2250.0,9.339457113117129e-23,1e-06,6.875446579594796e-11,1.893850375049053e-31
S2_wind_shift,P22,train,2527.777777777778,-2250.0,6.811225593620972e-21,1e-06,2.126673451689482e-09,1.5752129668797247e-11
S2_wind_shift,P23,test,4305.555555555556,-2250.0,1.5481549720154272e-20,1e-06,5.40101743255862e-09,8.024340132083833e-08
S2_wind_shift,P24,test,6083.333333333334,-2250.0,2.761918755106968e-21,1e-06,5.5168570113338945e-09,3.0519586478662883e-06
S2_wind_shift,P25,test,7861.111111111111,-2250.0,5.39630190327342e-23,1e-06,2.874832121246452e-09,2.2218718324164558e-05
S2_wind_shift,P26,train,9638.888888888889,-2250.0,2.8431610619286447e-25,1e-06,8.771738536955726e-10,7.6521922537804e-05
S2_wind_shift,P27,test,11416.666666666668,-2250.0,5.341592557705827e-25,1e-06,2.1422489809313232e-10,0.0001766006999905729
S2_wind_shift,P28,train,13194.444444444445,-2250.0,1.5036300963120175e-21,1e-06,5.620114190768471e-10,0.0003211230156750698
S2_wind_shift,P29,test,14972.222222222223,-2250.0,4.094169104101052e-18,1e-06,1.641833126570175e-08,0.0005010612125728907
S2_wind_shift,P30,train,16750.0,-2250.0,5.369574631815869e-15,1e-06,3.350688366819749e-07,0.0007046999423127497
S2_wind_shift,P31,test,750.0,-750.0,4.889649026835877e-07,1e-06,0.0007718056989708994,0.0001297656342645674
S2_wind_shift,P32,test,2527.777777777778,-750.0,4.416872951092074e-09,1e-06,0.00036838157762607385,0.010203245620900315
S2_wind_shift,P33,test,4305.555555555556,-750.0,1.3668030128560833e-10,1e-06,0.00010393206438041019,0.02080832936102862
S2_wind_shift,P34,test,6083.333333333334,-750.0,5.461354223628263e-12,1e-06,3.4209892773378415e-05,0.026354422796464258
S2_wind_shift,P35,test,7861.111111111111,-750.0,6.261149695772261e-14,1e-06,9.66957471827803e-06,0.028860658193972596
S2_wind_shift,P36,train,9638.888888888889,-750.0,2.1732171582534043e-16,1e-06,2.0291046112296028e-06,0.02975992580007605
S2_wind_shift,P37,test,11416.666666666668,-750.0,2.069631933649614e-18,1e-06,3.562874923933728e-07,0.029803458335457358
S2_wind_shift,P38,test,13194.444444444445,-750.0,7.317870456803153e-17,1e-06,1.079124670793189e-07,0.029383865999333986
S2_wind_shift,P39,test,14972.222222222223,-750.0,2.8676315487684034e-14,1e-06,5.458685616282232e-07,0.02871348916496604
S2_wind_shift,P40,train,16750.0,-750.0,1.1861360853434512e-11,1e-06,6.941428395056927e-06,0.027911301011539415
S2_wind_shift,P41,test,750.0,750.0,3.9958532861130025,3.746291653896324,0.5196724024973552,0.00024345656893728974
S2_wind_shift,P42,train,2527.777777777778,750.0,0.27773603958159915,0.30888003812439624,0.21007635693571297,0.017346136385911242
S2_wind_shift,P43,train,4305.555555555556,750.0,0.002177200502719354,0.0017169678336111307,0.045357883763587355,0.03538567268098054
S2_wind_shift,P44,test,6083.333333333334,750.0,4.258324983633385e-05,7.491778933661436e-05,0.011692464571196378,0.04491634019767516
S2_wind_shift,P45,test,7861.111111111111,750.0,5.252437853294856e-07,1e-06,0.0029057828852339044,0.04927512724128873
S2_wind_shift,P46,test,9638.888888888889,750.0,2.473451542064588e-09,1e-06,0.0005891580834108666,0.05087825293194613
S2_wind_shift,P47,test,11416.666666666668,750.0,1.2107177953411327e-11,1e-06,0.00010439173289768115,0.051004448709357185
S2_wind_shift,P48,test,13194.444444444445,750.0,6.1112400378895505e-12,1e-06,2.437570060836499e-05,0.05032627079534584
S2_wind_shift,P49,train,14972.222222222223,750.0,2.11440151613183e-10,1e-06,2.520417256047153e-05,0.04920929549718445
S2_wind_shift,P50,train,16750.0,750.0,1.610494253698762e-08,1e-06,0.00012345029374080657,0.04785926081448217
S2_wind_shift,P51,test,750.0,2250.0,3.122197484768121e-05,2.9702596333304583e-05,0.021748604495784713,1.171151944626772e-28
S2_wind_shift,P52,train,2527.777777777778,2250.0,1.5909555665623414,1.6979388439856464,0.2962021055259214,1.2554352779845332e-10
S2_wind_shift,P53,test,4305.555555555556,2250.0,3.0088241277219616,3.6823768276748177,0.34469151101317314,4.7373458860519187e-07
S2_wind_shift,P54,test,6083.333333333334,2250.0,0.4017507025969378,0.596629547404816,0.1949368582573733,1.660035224163073e-05
S2_wind_shift,P55,test,7861.111111111111,2250.0,0.01759520841121144,0.01603948939965628,0.07607726562602295,0.00011708643467175074
S2_wind_shift,P56,test,9638.888888888889,2250.0,0.0002616834488164072,0.00030337135723555264,0.0218686042585131,0.0003973122264717158
S2_wind_shift,P57,test,11416.666666666668,2250.0,2.6658713738260337e-06,2.916450113923581e-06,0.005280177773438981,0.0009097971889315652
S2_wind_shift,P58,test,13194.444444444445,2250.0,2.5190902846551756e-07,1e-06,0.0015053561164650952,0.001646996156584978
S2_wind_shift,P59,test,14972.222222222223,2250.0,9.584829576668497e-07,1e-06,0.0009843899617987205,0.0025630378528033685
S2_wind_shift,P60,train,16750.0,2250.0,1.349019201015219e-05,1.1468542757890387e-05,0.0019656629604850396,0.00359874730509928
S2_wind_shift,P61,test,750.0,3750.0,8.858688387854502e-12,1e-06,0.0003897015125221617,8.726270733556169e-76
S2_wind_shift,P62,test,2527.777777777778,3750.0,0.00032079898078021514,0.0002903760222885752,0.03591078691035139,3.2254302535131654e-26
S2_wind_shift,P63,test,4305.555555555556,3750.0,0.44252858978617265,0.3900039800312902,0.20391732520722194,7.893415489769279e-17
S2_wind_shift,P64,test,6083.333333333334,3750.0,3.4598995527331433,3.081613502980476,0.3336631788985204,1.5810952228099223e-12
S2_wind_shift,P65,test,7861.111111111111,3750.0,2.1082069328187036,2.8354825319979478,0.2759786965432991,4.2247009337872336e-10
S2_wind_shift,P66,test,9638.888888888889,3750.0,0.24074530861218318,0.2628954054555989,0.1439882827565837,1.492006243468418e-08
S2_wind_shift,P67,test,11416.666666666668,3750.0,0.011393100653732018,0.013876296546933762,0.05766185786286503,1.7490280924159363e-07
S2_wind_shift,P68,test,13194.444444444445,3750.0,0.0011772791566850554,0.0013738071119889666,0.024029259897196748,1.0541099250657915e-06
S2_wind_shift,P69,test,14972.222222222223,3750.0,0.0011042606667036995,0.000772688828102173,0.01573478517674688,4.126282621607256e-06
S2_wind_shift,P70,test,16750.0,3750.0,0.003960346563068387,0.004264523159170855,0.019541562995011044,1.201973990574005e-05
S2_wind_shift,P71,test,750.0,5250.0,1.1270795150322709e-18,1e-06,4.97052762969724e-06,4.132509898443396e-144
S2_wind_shift,P72,test,2527.777777777778,5250.0,8.435937902770806e-10,1e-06,0.001381410173804119,5.75049119893697e-49
S2_wind_shift,P73,test,4305.555555555556,5250.0,0.00014640304805706714,0.0002831063873037335,0.027410897172805815,2.9810677331666085e-31
S2_wind_shift,P74,train,6083.333333333334,5250.0,0.09391666019791148,0.09873014870821664,0.1271090054602726,4.91805588473001e-23
S2_wind_shift,P75,test,7861.111111111111,5250.0,1.6983499941507185,2.1071201676411118,0.24216512717455313,2.5872599139173487e-18
S2_wind_shift,P76,test,9638.888888888889,5250.0,2.7095672196887537,2.360013671997655,0.2511778061201494,2.8653809694973298e-15
S2_wind_shift,P77,test,11416.666666666668,5250.0,0.9563199545114105,0.6528214940438517,0.17853499937500214,3.7638372124188335e-13
S2_wind_shift,P78,test,13194.444444444445,5250.0,0.25328148583724575,0.24841596410523623,0.11380725460299956,1.352958785981912e-11
S2_wind_shift,P79,train,14972.222222222223,5250.0,0.1529403855265662,0.17489113897813344,0.08598391327140004,2.0896557675267093e-10
S2_wind_shift,P80,test,16750.0,5250.0,0.2170796933738318,0.2932858932378293,0.08777815294119243,1.8060332097448618e-09
S3_rain_front,P01,test,750.0,-5250.0,9.274628568821709e-54,1e-06,4.328639307659556e-25,5.346945552878041e-261
S3_rain_front,P02,test,2527.777777777778,-5250.0,1.618629950937277e-49,1e-06,5.620650002472368e-22,2.0305833857047647e-69
S3_rain_front,P03,train,4305.555555555556,-5250.0,1.0709696272887916e-47,1e-06,2.5029356535041753e-20,6.05152441753198e-44
S3_rain_front,P04,test,6083.333333333334,-5250.0,4.920726878513612e-47,1e-06,1.785157354935162e-19,6.825731800350543e-33
S3_rain_front,P05,test,7861.111111111111,-5250.0,4.16354485146523e-46,1e-06,5.234181695507196e-19,1.0214381420512687e-26
S3_rain_front,P06,train,9638.888888888889,-5250.0,4.1253286325698023e-44,1e-06,1.2381064609660532e-18,8.41784732976776e-23
S3_rain_front,P07,test,11416.666666666668,-5250.0,1.1893645041827054e-41,1e-06,3.601069902474151e-18,4.126522288231467e-20
S3_rain_front,P08,train,13194.444444444445,-5250.0,5.080927622049774e-39,1e-06,1.4688177670996512e-17,3.7179834234297356e-18
S3_rain_front,P09,test,14972.222222222223,-5250.0,9.098121744733845e-36,1e-06,2.040980417538318e-16,1.122221939012715e-16
S3_rain_front,P10,train,16750.0,-5250.0,4.099450607555919e-32,1e-06,1.0221122375795587e-14,1.6064972827697858e-15
S3_rain_front,P11,test,750.0,-3750.0,9.130002056193813e-36,1e-06,2.2314010104984532e-17,1.671041468899398e-120
S3_rain_front,P12,test,2527.777777777778,-3750.0,2.643724479573303e-32,1e-06,7.417129971868443e-15,2.9249661076657757e-36
S3_rain_front,P13,train,4305.555555555556,-3750.0,1.270248782079146e-31,1e-06,7.850254290918272e-14,1.1008279247947737e-23
S3_rain_front,P14,test,6083.333333333334,-3750.0,2.530908567739595e-32,1e-06,1.5834666302630262e-13,4.033389654364139e-18
S3_rain_front,P15,train,7861.111111111111,-3750.0,3.6706182533056976e-33,1e-06,1.5091014303597705e-13,4.892735785989871e-15
S3_rain_front,P16,test,9638.888888888889,-3750.0,5.763564243897296e-33,1e-06,1.2567408647432168e-13,4.2547988758949793e-13
S3_rain_front,P17,test,11416.666666666668,-3750.0,1.0228165007296392e-31,1e-06,1.407492288659059e-13,8.951257550763356e-12
S3_rain_front,P18,test,13194.444444444445,-3750.0,4.059586220583037e-30,1e-06,2.3818567482655616e-13,8.060532283268096e-11
S3_rain_front,P19,test,14972.222222222223,-3750.0,2.53903362674771e-28,1e-06,5.568848809350366e-13,4.2012942000852764e-10
S3_rain_front,P20,test,16750.0,-3750.0,6.926358484488598e-26,1e-06,3.3734094023015726e-12,1.5087492396067775e-09
S3_rain_front,P21,test,750.0,-2250.0,3.509506780308875e-19,1e-06,5.044180440946164e-10,1.6407519940200054e-40
S3_rain_front,P22,train,2527.777777777778,-2250.0,5.0450028857937767e-17,1e-06,2.0964085309230006e-08,1.612905403504422e-14
S3_rain_front,P23,test,4305.555555555556,-2250.0,1.266141917403263e-17,1e-06,3.985439168479156e-08,5.673788484118751e-10
S3_rain_front,P24,test,6083.333333333334,-2250.0,2.1186156314084878e-19,1e-06,2.2522416911272133e-08,4.7629317477108256e-08
S3_rain_front,P25,test,7861.111111111111,-2250.0,2.2815494746892595e-21,1e-06,7.922327184998057e-09,5.198514004845067e-07
S3_rain_front,P26,train,9638.888888888889,-2250.0,1.4639956973232301e-22,1e-06,2.814592918457812e-09,2.2582691036112443e-06
S3_rain_front,P27,test,11416.666666666668,-2250.0,1.6204371565365723e-22,1e-06,1.4599580338284281e-09,5.998010484731507e-06
S3_rain_front,P28,train,13194.444444444445,-2250.0,9.089964218592946e-22,1e-06,1.265953203063838e-09,1.1887784058095441e-05
S3_rain_front,P29,test,14972.222222222223,-2250.0,8.418401700597926e-21,1e-06,1.5874923822151429e-09,1.9525084743076922e-05
S3_rain_front,P30,train,16750.0,-2250.0,1.4129619271286843e-19,1e-06,2.6475602576616314e-09,2.8228737518379387e-05
S3_rain_front,P31,test,750.0,-750.0,8.645755916301613e-05,5.525078272342033e-05,0.0025039855239848844,2.4631877602592758e-05
S3_rain_front,P32,test,2527.777777777778,-750.0,2.9792126758333368e-05,6.541821420706916e-05,0.003071625541227325,0.00444101331247894
S3_rain_front,P33,test,4305.555555555556,-750.0,5.18850274686257e-07,1e-06,0.0009615266371298754,0.010236636823429885
S3_rain_front,P34,test,6083.333333333334,-750.0,2.4868446320823004e-09,1e-06,0.00019943684420571146,0.013215666082199096
S3_rain_front,P35,test,7861.111111111111,-750.0,9.576044480804807e-12,1e-06,3.711299630116854e-05,0.014248294105386444
S3_rain_front,P36,train,9638.888888888889,-750.0,1.2686195277203285e-13,1e-06,8.109704598092912e-06,0.01423701487737638
S3_rain_front,P37,test,11416.666666666668,-750.0,1.8663562848046326e-14,1e-06,2.6843933668067717e-06,0.013698235932291195
S3_rain_front,P38,test,13194.444444444445,-750.0,1.954213725679127e-14,1e-06,1.5044025918412703e-06,0.012908696008078141
S3_rain_front,P39,test,14972.222222222223,-750.0,4.64692404291267e-14,1e-06,1.2660997109405037e-06,0.012016739724817897
S3_rain_front,P40,train,16750.0,-750.0,1.5788186661077782e-13,1e-06,1.3361900195511924e-06,0.011102381912493962
S3_rain_front,P41,test,750.0,750.0,0.45368341707915677,0.7064412333545367,0.22791640479630373,0.00028043226661321696
S3_rain_front,P42,train,2527.777777777778,750.0,2.8533167907226096,3.8968957701449773,0.3274137528882405,0.03669183921597976
S3_rain_front,P43,train,4305.555555555556,750.0,0.282290902481583,0.3056923374137326,0.1325455353534173,0.08545540549299233
S3_rain_front,P44,test,6083.333333333334,750.0,0.005600723002037177,0.005787979084346765,0.035329338360219224,0.11173052419075231
S3_rain_front,P45,test,7861.111111111111,750.0,5.4888028562757445e-05,6.76904264558427e-05,0.008034580745569328,0.12157673051311728
S3_rain_front,P46,test,9638.888888888889,750.0,8.292598383912285e-07,1.0323156421531838e-06,0.0019662360511696233,0.12229583923899005
S3_rain_front,P47,test,11416.666666666668,750.0,5.657175492426208e-08,1e-06,0.0006450733881836702,0.1182584222637302
S3_rain_front,P48,test,13194.444444444445,750.0,1.9917687727494846e-08,1e-06,0.0003179709960138258,0.11187418472803119
S3_rain_front,P49,train,14972.222222222223,750.0,1.789942365091763e-08,1e-06,0.00022098865885342785,0.10446426240404916
S3_rain_front,P50,train,16750.0,750.0,2.3124569968502357e-08,1e-06,0.00018671556258475187,0.09675646930579683
S3_rain_front,P51,test,750.0,2250.0,1.2467155797196563e-08,1e-06,0.0011489328545199941,8.451762456165473e-30
S3_rain_front,P52,train,2527.777777777778,2250.0,0.0104091719641234,0.012123662112556758,0.05281169678124056,5.980572155708098e-11
S3_rain_front,P53,test,4305.555555555556,2250.0,1.0655293868800082,1.3241895812291384,0.17016829302755487,6.819420792147963e-07
